y,x
995,997
361,1887
747,1866
926,1310
849,1241
1058,1842
869,1282
489,675
1035,1700
946,612
175,1282
329,835
522,1110
930,1460
225,1645
854,1825
797,1515
799,806
84,1270
114,366
260,1454
432,20
958,1550
23,966
177,1908
965,683
845,1768
889,1210
959,327
571,271
1010,1157
521,454
1025,1769
933,1626
374,815
266,1403
816,1089
294,1162
1,509
320,183
171,1113
672,1688
80,1386
686,1130
100,1485
719,1249
259,225
964,1393
520,212
1050,1086
882,1531
737,209
790,1411
351,658
205,1543
557,143
289,664
756,68
607,936
67,1241
1031,1550
355,582
480,921
988,1153
117,133
671,1558
926,406
441,1527
388,802
1000,1408
257,1371
592,1058
597,1120
539,76
1024,1883
1011,294
273,884
27,1918
959,1437
327,1562
142,1834
550,1880
884,1129
749,1789
180,1497
924,742
649,987
218,1893
751,308
1029,1333
10,177
644,1528
228,1748
392,1424
524,937
802,1498
19,77
852,92
975,947
224,1118
771,539
241,546
982,21
153,134
1035,1009
842,1167
145,1809
262,1050
95,173
298,1310
721,84
666,439
691,1220
898,1444
427,1246
976,1
882,505
105,1652
645,1653
785,1824
802,80
1013,305
495,302
495,1855
854,667
21,502
199,916
770,1910
829,1803
802,933
572,769
116,954
261,497
37,1099
824,1127
979,1307
857,868
769,1456
739,1781
700,883
1064,1013
552,1107
779,1506
59,1424
1031,1504
799,5
366,442
607,995
145,814
810,30
937,1487
753,1365
150,577
563,471
559,1624
665,1298
593,1286
992,835
7,1197
771,1856
151,1557
255,853
851,456
688,1125
1027,591
983,1233
690,1616
42,91
903,117
611,1672
967,1833
221,876
390,1457
318,1240
877,1006
739,1804
484,598
690,138
185,74
850,60
1051,1314
178,1528
1050,1164
967,86
604,1278
358,365
192,417
858,1500
272,262
671,449
970,537
357,1140
319,1385
507,794
237,608
224,1717
47,1264
965,1771
813,1202
629,423
69,1628
653,679
736,1801
1038,356
840,39
752,1905
583,1912
1054,97
5,1522
32,249
1046,1345
757,120
282,1406
1065,1319
28,403
204,55
142,1200
724,113
799,451
1015,1706
351,18
927,887
180,1577
847,1822
502,553
638,417
740,829
380,1710
29,369
396,1083
449,644
397,69
938,1573
461,372
917,160
97,1488
785,1516
1022,1167
574,1754
1074,327
928,648
303,1282
377,98
35,58
958,1815
859,306
568,523
878,478
565,523
690,246
706,1354
222,890
123,1762
410,760
660,645
975,396
471,1149
639,1730
573,6
291,1035
15,231
287,132
775,1207
932,767
624,1836
505,1773
534,1032
307,261
209,1843
16,601
986,1863
291,1840
300,1068
900,1771
161,903
1045,744
148,1692
917,1310
756,709
419,1496
229,267
1033,1861
655,1183
965,366
492,1378
744,1320
807,1742
551,215
614,610
710,502
206,1481
400,631
556,831
907,751
640,1372
738,1147
127,736
278,1875
980,571
532,1539
1036,1439
616,1663
219,55
334,29
971,1641
1066,1568
672,1013
470,1904
808,990
581,245
647,767
811,590
630,605
1053,1897
235,1270
989,1688
401,1192
849,80
818,339
847,397
305,344
864,854
280,1376
140,683
167,1110
874,1843
492,742
844,855
150,1765
1032,364
472,258
658,1038
911,226
957,1829
740,88
686,934
499,1618
907,1813
895,927
922,1636
430,244
10,1853
721,1036
204,1232
919,232
704,1039
878,1850
42,980
490,1194
395,949
1016,1245
164,1073
195,1697
141,543
666,1316
865,751
474,5
911,180
1028,1598
1032,1491
924,505
279,178
932,1144
648,1590
361,1621
141,322
1030,1369
385,1841
213,1906
104,565
332,272
886,13
776,1298
678,1074
631,277
1004,356
242,1001
377,854
218,273
1007,717
514,1734
887,394
634,1153
797,1243
170,758
792,1192
631,880
455,924
749,815
93,309
922,500
145,613
306,1290
1042,516
735,900
298,1127
332,1275
594,1764
757,1742
658,740
971,699
653,669
193,338
335,1704
723,526
876,1769
966,647
960,606
420,1578
587,696
174,630
446,1835
1068,172
26,931
734,132
938,319
508,49
1005,1326
275,1147
263,1183
360,694
94,1873
835,1297
852,1698
282,1240
661,191
830,1777
944,650
452,1732
71,1490
181,1435
790,745
942,580
326,415
5,1629
946,1908
597,1864
587,1850
248,1343
4,389
774,366
234,1799
456,1347
1046,853
1064,1112
375,1181
350,937
1055,143
1026,1524
627,1825
798,379
1008,1208
329,1389
659,679
279,1155
752,1435
736,826
138,1103
837,999
883,574
186,709
917,1907
287,1776
956,54
826,1910
463,1858
618,1558
767,1621
861,1388
521,592
860,1275
279,1115
823,1552
206,182
1078,174
1031,211
91,991
68,735
493,1691
1054,1378
1068,515
488,1807
64,663
813,1211
231,1027
730,330
237,1772
366,108
602,150
437,1022
651,1889
960,1468
502,1249
56,197
395,1712
231,1423
167,98
628,113
465,428
331,476
324,1134
136,1195
833,1867
923,445
1045,1177
263,1402
226,1593
72,569
1009,70
899,1365
659,926
229,362
681,1240
161,731
22,119
1028,1888
680,429
224,723
500,324
191,739
1037,608
1016,1759
1056,831
635,598
337,1811
760,1776
136,1474
123,247
936,136
222,1753
799,1763
289,1045
290,26
492,774
46,567
588,1280
203,27
416,811
1058,212
622,425
974,1316
219,1730
873,229
1078,584
84,1248
908,334
407,817
463,613
251,744
247,896
58,0
875,182
1028,1452
816,1835
474,235
776,219
466,125
964,1259
798,1749
650,1397
125,1288
994,902
723,835
1049,719
1077,1019
984,1878
1,259
932,1612
126,1548
663,1841
416,988
1054,337
384,1373
639,1359
174,1085
762,635
624,1227
742,308
65,801
613,171
821,781
225,399
735,1830
188,158
934,74
845,467
322,723
995,1898
650,307
484,539
829,1069
483,388
779,1360
907,1496
550,47
169,213
714,565
836,381
1032,31
310,518
568,1464
198,1086
1064,1576
322,1438
402,1250
439,755
895,1716
286,249
731,409
910,1781
709,1431
416,375
534,1818
403,1853
1025,1221
795,1461
825,1343
15,952
719,678
580,1119
584,1375
434,567
475,798
143,1419
1077,1261
255,219
987,1729
431,1722
777,806
32,1150
947,551
369,755
181,794
891,890
1070,1322
27,1919
787,231
900,1866
982,1120
122,1149
449,99
811,455
759,511
689,1076
845,1057
657,468
66,1282
910,1123
1073,646
255,437
333,1681
409,1198
794,246
1017,134
948,17
1043,380
520,194
542,1313
912,1636
384,1005
590,61
25,796
235,1042
72,141
182,1880
122,4
167,1436
745,589
1030,940
480,111
764,1459
412,1441
674,1013
183,660
1067,1091
811,994
133,645
206,1258
1023,788
539,1436
486,1512
630,1306
794,848
374,1798
469,1325
278,1181
35,1257
458,1137
382,1759
643,198
743,111
995,1222
542,164
1001,1386
873,1108
298,616
876,394
217,1793
727,1716
733,1135
219,27
520,486
655,368
498,677
902,1861
577,566
576,1223
963,1864
300,1116
408,562
286,1848
860,1719
535,9
899,953
192,52
0,1372
497,1497
421,826
404,1130
821,1233
706,166
4,1738
520,383
431,777
348,1420
517,788
101,1669
614,1766
380,1866
848,383
825,981
379,225
94,254
77,361
236,630
327,235
177,517
724,428
836,1332
195,1759
129,1325
149,558
393,1742
762,898
730,160
565,112
912,663
114,137
732,1737
663,920
95,1766
323,257
270,908
61,1779
16,1445
866,245
640,1445
577,717
764,1178
1039,794
497,1868
953,1197
1026,1311
541,1831
27,561
706,468
699,1307
978,439
462,1619
806,416
519,1023
509,183
896,1017
677,1193
145,1401
831,1367
380,1690
708,642
1076,720
385,1828
4,332
127,1142
740,642
1079,844
401,830
132,1830
477,894
758,1409
680,941
614,398
155,1103
519,149
874,142
990,431
243,949
487,1447
125,1826
858,237
387,1086
261,1087
391,1207
755,739
1007,570
474,1288
542,780
672,1769
823,1477
1073,1203
268,1396
268,1678
288,473
180,135
101,444
91,1001
129,757
553,982
88,1801
762,1185
586,1057
533,1788
646,1183
381,86
334,1185
306,768
1062,112
335,1232
316,1523
740,711
679,1845
95,569
964,1625
327,1273
82,1700
876,1429
377,1315
1077,1134
708,274
444,1247
869,600
453,751
893,624
115,1101
221,860
446,969
773,1400
999,1728
124,1749
571,1495
809,728
434,1844
309,1903
959,1083
762,1252
961,1620
67,1501
388,803
910,1192
14,1477
974,1770
748,1714
367,1062
850,1534
71,1654
236,845
33,1048
512,1715
802,1645
703,1362
360,810
904,1394
197,1617
407,932
272,1548
106,532
928,1078
523,520
754,1176
936,1592
757,268
474,229
101,441
865,1012
939,1248
1034,1743
81,1760
96,1146
813,1887
106,30
103,1534
713,1193
967,1228
1061,1110
718,1443
941,111
237,1353
420,1686
195,1776
496,528
165,1061
656,820
769,1909
574,1618
435,597
2,930
474,1154
797,677
179,560
1047,1567
917,479
587,1299
813,1334
1024,1776
957,378
231,1669
516,338
105,1513
782,324
947,1917
454,135
682,1783
129,266
391,1615
895,1644
713,1415
213,1549
825,1293
430,68
282,1553
641,1741
618,1853
410,347
353,385
49,509
540,1893
121,1318
12,1295
975,1455
344,27
399,203
878,463
713,1191
961,545
302,1364
496,351
1047,1508
207,1653
1044,1239
1055,112
688,510
78,1707
721,1075
940,1770
860,1735
577,1265
91,297
119,1094
19,1031
752,474
648,1462
709,1434
1050,1768
144,1169
983,246
743,1659
690,892
146,904
46,1820
554,155
888,831
833,1654
613,1516
427,697
124,1784
559,1324
755,241
374,219
812,97
997,714
437,1880
771,337
790,202
383,182
748,1083
772,1030
284,1880
258,843
782,584
881,1183
250,168
999,119
377,1126
310,1718
1004,578
1049,379
111,1371
977,395
72,894
250,996
1070,1419
1049,1354
694,1207
794,1025
550,1181
551,1535
945,1686
942,970
378,1102
588,873
62,1892
412,1683
782,1615
58,331
459,898
800,920
426,1583
258,1505
815,1778
702,1769
771,1162
468,487
210,1068
484,1196
870,1637
1001,1340
188,628
149,222
931,785
1073,1129
630,208
817,1696
922,1684
59,720
331,759
988,1490
1,1137
120,423
13,331
164,266
328,666
336,150
968,1822
520,444
343,1195
1035,878
364,642
314,1223
894,1354
758,258
1055,391
458,1859
166,713
318,911
275,109
7,1916
736,141
8,244
931,216
613,827
57,539
99,1340
933,306
751,711
963,1045
872,1788
936,713
917,762
941,1779
872,1285
240,566
823,1175
358,218
880,1095
881,360
249,1427
883,1443
77,1455
543,1744
82,1797
206,1235
258,627
288,1749
114,1261
861,606
792,1554
761,480
788,1843
771,540
906,397
599,333
316,138
724,306
639,1428
606,1657
312,1495
513,691
305,717
1075,1349
568,1478
860,41
899,1609
453,300
963,1117
818,1533
233,45
676,1465
176,1128
763,1108
956,1401
162,1707
1015,1822
790,281
385,1868
126,1098
871,1554
888,1690
319,1584
1073,1539
689,1332
538,1515
96,1132
923,5
262,347
343,1682
286,1020
474,1044
728,1652
389,1045
894,1085
228,860
943,1614
347,1799
684,1327
462,472
964,1687
1063,405
563,380
143,76
53,1283
25,1864
757,475
551,637
323,844
361,1481
591,329
957,1781
798,6
265,1734
144,1474
485,1851
279,315
828,1570
806,662
726,468
284,971
137,1475
230,1337
929,731
977,1737
114,909
926,1213
480,1290
278,860
389,1754
45,1649
531,735
1064,1169
859,1792
6,1400
32,1335
269,1222
283,1298
373,1154
742,1178
378,1163
783,1755
653,973
459,199
452,579
973,1553
279,326
299,1127
175,1524
440,1810
372,1328
665,386
7,627
377,1480
553,1480
532,749
612,33
0,599
632,1537
452,644
962,1483
950,242
852,1831
107,885
748,373
947,1172
56,559
183,1821
1077,1907
310,1398
1077,1677
617,1232
565,463
1002,1562
591,1441
868,329
48,1148
20,1220
281,1517
552,360
820,74
145,517
159,1532
741,1449
86,1817
163,1426
110,1099
650,1781
403,1782
10,1498
80,792
677,1308
395,270
382,210
641,592
237,697
1027,854
263,1160
842,1186
743,1342
960,643
205,1706
889,1201
176,1535
765,1198
986,1907
739,1345
982,1541
460,1350
44,625
745,84
71,1237
621,335
789,1585
833,691
98,256
116,366
22,173
664,699
662,178
273,1272
31,1904
46,234
746,1153
777,1506
87,922
702,1468
630,1706
271,1481
743,362
433,1284
890,1184
238,271
184,659
288,825
318,1250
707,418
157,823
661,30
99,964
338,1098
860,1312
352,1263
191,1371
384,220
506,1879
60,1318
460,1282
292,888
811,1065
1007,302
58,540
27,1640
906,1190
642,303
20,397
370,35
620,1171
457,1006
314,1780
834,1061
493,1266
1023,1107
351,951
930,1857
595,1220
467,920
988,1152
213,205
945,1347
1043,1062
356,1798
218,1077
707,1659
654,914
74,347
236,1104
504,90
776,1792
928,1471
135,976
993,1124
199,858
478,1870
909,1175
783,1122
777,1340
547,1697
61,1095
437,76
45,179
955,1801
685,1498
533,1739
77,1262
681,629
510,23
245,487
497,1304
707,1462
598,1781
385,1785
1020,503
602,540
774,825
1070,1443
613,427
288,1585
921,512
699,713
507,51
691,409
264,445
854,654
1010,1202
188,1796
478,1349
202,417
962,458
317,1622
824,93
745,431
251,997
378,1354
650,151
249,1688
111,655
338,1318
750,1167
279,1721
392,1070
477,1572
674,936
1026,902
779,1208
88,1254
998,685
808,566
262,206
684,1747
238,1788
702,511
2,85
182,12
248,1570
744,1751
515,516
610,1825
234,163
805,241
1008,1577
369,309
387,956
119,1613
552,854
686,1149
325,1492
561,147
210,1262
476,1576
559,1627
967,1571
632,439
393,1235
6,1480
181,324
49,1820
1029,1159
660,1838
274,867
71,658
1004,945
58,1090
559,1666
732,1161
694,1655
348,920
935,1857
571,1140
252,1910
870,1526
7,1504
281,1419
73,456
295,87
811,195
175,1116
841,1764
611,253
399,1557
876,699
107,495
274,296
27,914
1007,72
203,1292
457,990
857,1328
525,1821
485,1213
58,1364
165,948
47,1830
208,428
621,1286
1019,290
914,925
583,1037
967,790
827,102
463,472
167,1263
567,1830
548,1899
487,1272
444,1503
752,59
826,896
263,758
1053,993
844,797
226,1501
191,1072
992,335
1039,1213
14,533
433,1190
695,1664
683,1514
130,1042
812,30
886,734
984,1054
972,1793
55,409
1025,533
495,616
396,856
109,1742
485,807
573,1320
187,382
28,1672
236,313
498,143
825,1544
639,1463
533,1794
126,1628
258,1813
223,67
855,1681
410,431
703,1284
842,118
867,199
270,894
1045,117
68,608
509,1437
332,522
763,953
107,567
921,1129
1037,3
888,888
467,1009
950,1177
816,1653
10,1761
467,710
1008,22
586,1312
553,307
167,287
119,1900
993,574
472,698
77,741
41,1284
354,1634
356,1413
391,1582
637,649
72,623
954,1085
238,266
576,905
279,115
512,1473
734,1237
859,1847
849,937
522,109
947,96
1005,1868
594,414
794,836
74,427
1074,545
39,1310
603,1782
148,538
355,136
535,906
819,1465
332,563
611,413
58,1159
947,759
614,1386
771,1534
813,1117
623,900
912,220
341,1782
659,1897
140,1102
760,893
677,124
168,1710
491,1326
1012,825
389,685
177,685
1050,250
430,282
155,1829
158,1556
610,846
797,80
374,179
159,470
579,1608
998,1322
711,612
335,2
33,1726
533,862
448,1714
371,744
144,675
370,1316
446,1263
732,376
873,251
574,649
570,1311
229,1470
109,1182
270,1558
321,1288
721,465
287,1827
571,288
1022,393
602,1237
180,605
275,868
246,1381
890,425
356,1485
648,1157
19,543
468,518
979,1375
314,1113
525,252
415,1751
604,1823
1036,1017
958,544
40,948
522,741
166,83
221,1035
174,1019
637,1378
770,951
671,1790
733,839
229,1602
216,1792
44,1475
1033,1085
357,1158
919,1215
984,72
699,1372
634,230
990,1387
570,1525
682,707
130,1183
734,1518
873,800
854,1112
1003,1438
398,29
144,913
559,444
593,386
9,1113
382,312
912,1027
917,1049
73,1052
481,1175
242,445
874,446
777,76
287,244
672,957
822,697
996,1918
1017,1090
665,540
326,568
729,719
955,1710
550,1637
68,1126
44,1397
157,855
671,1723
485,1793
108,1115
989,1631
1031,1546
428,1897
414,1337
35,332
923,782
342,240
114,672
65,253
957,555
222,1357
385,1792
758,391
734,345
269,146
133,652
907,640
542,616
508,511
707,1189
395,1665
1062,1417
357,1897
875,783
30,166
578,659
1061,552
187,580
402,1759
191,1525
908,55
914,1089
652,957
574,1539
520,1762
441,1174
526,1581
756,789
988,1258
419,504
1015,1049
814,1457
1070,1803
901,648
658,759
605,1239
537,1479
332,1322
193,1641
710,407
407,1444
909,744
816,1190
857,227
726,659
852,1504
479,843
710,1786
374,1473
761,1542
743,248
177,1421
996,779
303,1583
162,1749
597,461
480,1841
242,1325
477,1316
228,681
36,269
173,738
353,1163
370,1108
730,1228
526,245
912,1760
971,306
91,980
885,1681
1006,446
409,218
1010,769
347,799
869,1363
169,662
486,1074
817,25
198,1822
703,522
117,1558
59,1689
594,1
1023,921
749,481
779,20
621,94
548,88
665,1758
354,419
591,752
228,743
852,1593
185,1030
945,1426
531,1749
796,1346
437,497
1036,616
466,911
1023,535
230,1645
284,605
769,1179
838,1785
903,1776
602,629
959,0
115,131
347,924
565,610
267,417
531,577
825,1806
760,486
973,1567
769,907
55,828
1020,77
157,207
74,1584
755,1167
227,1300
42,1075
902,1721
762,1323
467,800
699,1734
205,1530
985,1305
423,1733
175,1883
711,1842
157,454
627,966
1078,1485
950,137
304,25
713,478
111,1860
418,1008
888,1526
1079,336
903,487
899,1196
84,661
993,1170
300,1647
11,296
1025,1197
310,809
878,1301
988,1173
935,1421
722,615
243,1699
9,1740
690,1465
603,500
694,1569
922,1287
278,108
335,647
168,781
508,110
781,1219
546,1312
935,1540
440,1657
213,1497
620,124
598,598
5,281
966,1460
527,522
893,715
809,1468
151,946
192,516
185,948
825,1215
526,152
26,792
2,866
254,1653
160,1045
399,1638
229,1176
263,1085
699,503
81,942
452,933
438,1173
96,511
670,422
666,1626
734,1110
917,1769
628,295
960,496
334,622
794,761
985,1529
749,647
227,476
302,1426
119,1359
889,288
872,1227
137,937
439,1655
388,1622
283,1640
129,783
104,275
474,991
868,1144
938,267
777,1104
1069,1389
869,1164
92,1900
626,185
225,1300
902,1553
857,259
142,62
1069,1114
447,1192
867,1153
443,1833
343,349
790,1689
113,428
595,809
137,487
757,1855
390,1862
450,909
32,269
200,428
808,1634
345,956
1031,732
135,1330
1006,1284
914,1885
1078,1792
616,621
566,1412
888,1578
425,49
437,1784
293,694
226,1642
436,396
745,14
122,309
33,1280
172,1597
414,363
120,438
155,1222
40,425
585,596
101,1569
757,1883
285,1907
69,1567
180,653
1041,1278
329,1710
870,908
816,1790
322,1433
78,1532
230,1596
19,1594
91,1273
774,1030
1028,672
648,263
222,35
899,672
787,901
1016,867
433,563
459,1187
115,804
240,806
779,1877
393,950
173,836
1031,1830
858,1160
687,1247
596,1395
631,1097
604,1299
36,605
791,630
373,415
105,1755
184,1335
518,1623
756,1670
651,23
206,1170
252,1056
852,1139
122,1488
292,1764
271,1729
986,735
293,872
394,1734
26,366
375,1152
895,403
418,707
1074,1144
433,1778
709,280
605,590
192,829
626,1747
353,1217
99,780
629,1407
49,1501
665,436
328,1681
583,1343
502,1566
188,1680
580,1039
819,1358
137,1569
885,433
794,875
231,1189
362,1897
911,1841
588,1522
330,1124
967,1469
545,1774
252,1494
499,1397
571,1837
1048,695
641,1776
662,173
699,476
951,757
150,872
233,1745
654,1096
172,550
35,1760
1068,784
1000,1125
905,1154
862,1591
525,738
279,1913
780,651
452,1319
901,289
1029,782
770,342
31,1167
181,544
575,574
900,1658
913,1020
245,1321
113,1903
301,1343
383,893
639,1713
286,1585
558,57
455,1250
911,1814
804,279
630,1273
1020,1098
437,1334
47,1511
40,198
820,1704
792,1088
730,563
689,950
1006,1403
420,1019
210,511
433,935
41,945
506,45
243,1349
513,1892
58,1631
371,688
643,1720
529,1527
872,1506
724,927
475,1847
475,777
584,1864
82,424
924,1777
987,1662
761,988
594,521
373,1371
355,758
592,778
272,1650
447,1183
942,1310
174,578
481,94
358,865
430,255
22,1162
172,1709
113,1044
264,122
275,246
571,501
543,1608
44,473
58,1115
1047,1115
637,1744
675,1829
937,1576
397,79
874,1363
292,1244
379,184
21,545
439,221
440,1260
522,339
774,428
711,1696
260,1538
591,661
775,267
334,231
175,1596
290,1824
647,208
328,163
767,1101
143,146
570,1754
335,369
525,791
966,230
876,1075
930,1286
220,1105
486,1081
309,960
179,1215
1038,1745
538,929
250,1865
874,452
422,1561
656,247
481,1678
399,254
669,1382
687,1662
507,736
34,966
1033,1295
610,616
894,1495
309,1848
677,1357
1057,1826
1045,243
857,356
119,1485
550,521
1005,563
1015,1596
995,567
1039,339
633,810
345,1081
150,1729
478,1399
374,1493
779,1444
765,1310
184,1519
105,1881
728,1342
840,1565
818,1561
167,116
87,538
526,1808
25,99
330,1486
1030,557
919,208
673,143
370,1882
925,1578
828,698
500,1243
840,1054
511,632
56,1183
393,1467
790,1531
39,1220
245,1304
750,1335
820,1771
463,457
762,617
731,1843
1054,39
873,1649
694,1514
360,996
436,759
972,1722
609,1776
986,1059
165,1795
514,1779
717,1610
674,586
426,1316
973,341
467,586
145,1285
391,1738
74,958
312,221
951,926
433,1111
294,1438
82,1326
307,975
840,1713
175,1129
755,1364
82,526
506,507
613,564
900,823
560,1141
112,1824
900,668
645,1905
491,879
759,719
212,1380
347,555
12,1707
520,258
570,603
495,260
869,583
677,675
823,96
251,775
349,1241
190,1372
279,404
344,1910
999,1132
632,1478
747,406
365,531
410,945
498,1664
1049,1060
169,1919
796,318
674,1417
1075,1464
294,275
508,912
279,1889
854,1001
904,1917
834,446
420,878
1066,1096
935,1594
1009,491
1077,233
75,939
222,1880
1041,1032
1074,1120
368,749
475,871
161,1227
475,245
758,100
476,1097
213,1381
112,1062
789,323
269,920
891,1314
793,607
177,1828
465,1529
369,1904
545,1674
269,809
1012,794
204,1788
769,435
168,477
698,1656
637,202
591,1872
526,651
818,1526
197,913
647,1108
442,694
558,656
524,568
661,575
12,541
842,1315
173,291
163,1056
19,874
559,1098
48,1771
649,1027
418,731
152,1434
121,387
124,1237
728,1433
1012,424
493,426
824,351
760,281
825,1364
516,453
1043,780
626,1054
1058,1534
960,45
346,445
738,232
582,1374
423,1525
277,1701
484,1739
860,122
270,162
308,883
1033,825
650,1444
58,1513
171,1325
83,1684
731,699
485,1185
823,1125
588,1254
730,322
590,647
180,1772
873,1416
646,360
293,77
618,1745
764,1456
63,988
138,1828
937,1849
434,1671
1061,332
815,1541
945,157
82,1092
108,1112
480,708
378,1314
105,1429
765,1678
214,1508
725,1423
79,1418
581,776
4,266
1044,751
162,1302
986,1203
727,50
219,1715
682,1593
756,1063
1063,1675
162,1560
914,1893
348,915
496,1411
229,1459
799,684
686,1623
397,95
296,1426
319,1229
30,1191
1031,1412
288,1255
414,1765
956,510
205,1066
263,1446
496,663
255,1271
997,927
587,640
42,631
662,424
443,681
432,1581
415,1463
430,134
727,158
178,223
212,848
247,1860
119,1164
264,179
347,944
723,928
266,508
565,65
138,1888
542,578
935,1188
931,1395
405,731
640,1644
384,1432
284,330
279,1368
1006,1433
558,1687
567,1388
493,1464
709,156
856,1488
205,1097
635,909
625,1562
896,928
245,1605
510,1547
386,1492
1013,350
358,957
125,220
71,817
816,411
17,775
126,753
981,1265
988,1481
614,1553
836,1298
667,1107
646,1876
352,1619
488,725
483,488
867,278
373,1700
121,1894
376,190
856,1438
160,433
651,50
411,50
503,802
905,1864
792,1864
496,1126
965,1036
88,1543
366,55
69,1531
1075,676
673,784
415,1513
680,353
631,1656
1008,1080
126,1249
499,1003
814,1320
888,107
320,35
690,417
1049,769
475,1846
1008,1692
85,1851
558,1574
703,1349
1040,111
84,1862
506,1850
909,653
532,1676
549,711
836,1253
419,1568
559,1256
918,427
426,1768
725,185
39,1530
769,888
296,700
999,240
695,1580
509,1596
934,1142
105,1209
825,949
236,1042
135,117
1078,1499
600,1632
831,1590
594,1833
432,7
242,1411
956,1748
309,541
183,1779
1062,1592
12,1473
1023,1853
430,1406
351,478
143,369
231,976
1024,205
767,1020
797,1640
553,1845
91,1360
533,1577
625,1007
683,109
126,125
424,1699
318,612
729,1837
161,1069
476,1408
393,1180
104,1462
793,1230
667,748
883,1509
205,969
972,643
146,544
1059,1039
801,716
946,1607
902,750
721,1110
595,392
140,1141
936,1054
874,1418
773,1117
82,1540
1036,298
406,1900
483,1133
1061,646
119,921
239,565
537,1548
419,1839
75,1040
163,1602
678,1873
989,400
293,529
439,311
211,2
523,951
866,1867
359,296
916,462
50,212
319,510
494,1212
37,338
760,1307
42,1394
1021,1694
416,179
890,117
31,941
202,1090
7,174
575,250
626,107
218,1673
200,136
957,92
892,1490
547,745
279,1068
82,1115
1076,931
47,1701
1063,341
684,279
673,1486
639,1120
142,1752
509,1071
1069,1843
180,1576
786,1612
437,1851
267,1634
609,526
82,1652
106,1549
1045,1601
794,78
903,534
820,1522
844,1895
283,1168
450,1124
987,1725
740,558
76,1299
767,447
78,917
755,1399
462,1226
1063,1758
662,1266
734,1171
121,66
301,862
966,1903
545,1591
747,1612
783,1508
721,628
2,919
852,1525
283,1745
733,1791
708,1345
491,1528
262,1711
845,471
363,27
790,1456
910,399
990,65
261,124
429,1178
697,1698
808,1068
829,1288
92,1760
1042,1148
388,1612
186,234
477,1511
191,1760
801,1191
597,1732
415,1067
764,1093
738,1529
256,637
670,958
421,1228
1072,599
725,1810
25,1846
303,784
245,1563
353,983
200,560
203,1182
648,977
785,1476
841,773
594,192
563,804
346,660
308,1299
996,579
244,1400
231,1217
903,1196
641,1068
153,1665
377,129
20,946
653,1540
333,1725
423,734
718,1073
842,939
194,816
541,283
375,1605
668,1309
267,1870
386,1222
731,1789
847,207
368,782
216,621
307,1096
866,912
875,648
662,1722
976,961
640,397
466,688
996,1397
496,392
935,1307
192,1338
615,966
34,1665
590,1124
753,74
598,1126
852,915
646,1361
1014,1005
114,1674
342,1685
189,1411
277,1707
513,1513
114,1081
866,1333
889,1788
444,102
439,1180
135,1556
95,1762
95,1217
265,165
302,680
258,1636
953,280
117,816
1033,1702
955,1134
1047,1423
503,1520
393,1414
395,461
268,110
79,805
522,150
112,1692
190,302
475,1450
245,252
720,680
990,1885
225,1587
221,135
152,758
67,1194
428,1280
188,1764
9,863
442,1816
96,227
574,1196
1074,1715
363,1912
59,1737
92,1618
1043,645
359,1772
266,1699
25,861
469,1491
888,408
323,596
1028,534
756,1556
313,1785
519,1734
41,1822
975,197
212,833
252,208
51,1281
1051,1680
58,875
382,1843
96,124
405,727
58,28
977,935
294,173
779,522
585,1586
275,1636
814,1714
254,493
426,1199
552,443
2,437
347,1729
312,1472
550,948
278,1374
156,1250
306,44
840,551
962,1062
97,669
479,412
214,275
460,1895
663,1078
1052,1180
1075,1271
495,1460
74,1866
464,1884
54,1682
610,1458
325,825
234,1813
830,1871
852,14
373,1390
730,694
764,1559
39,646
814,1863
570,242
888,1094
1037,1291
1028,1364
1034,1578
717,329
565,70
792,881
631,1506
732,245
177,174
5,408
88,1452
654,1310
55,1366
145,1112
359,1525
754,834
278,340
791,448
233,1326
168,1758
737,921
290,755
668,241
662,1790
637,1457
968,1004
1008,481
632,1876
552,1512
327,1035
330,1908
321,1600
187,829
857,659
1043,1834
371,1724
393,312
780,1179
1066,1435
795,1697
901,1045
961,636
19,172
779,1306
752,153
69,1694
789,944
443,1620
801,272
693,1439
707,1519
511,123
700,1188
133,586
352,398
563,1373
738,377
971,1283
889,1350
793,92
246,996
84,499
961,1889
291,1543
112,1878
120,953
133,312
484,1171
666,1222
432,1383
623,666
771,506
173,1149
124,238
792,666
329,883
807,1538
991,946
678,1767
41,57
328,1916
603,110
214,141
921,1531
857,510
535,1119
556,1476
334,718
992,1641
482,346
546,1113
881,1037
877,1851
661,1004
306,72
414,1045
389,922
971,1790
460,1423
809,1184
594,265
771,1375
393,1743
650,918
606,1103
790,60
765,1887
750,406
292,764
773,1898
1015,11
392,1199
968,1435
614,1491
890,786
1079,1801
142,310
639,1128
724,1390
884,1720
424,88
833,44
198,1643
791,783
879,1739
688,133
444,1419
338,617
192,1355
74,1242
781,446
987,1376
153,37
1066,1452
682,1392
541,1699
86,880
1075,920
901,1566
452,424
294,1110
639,1902
854,499
89,605
447,397
146,1338
704,600
852,144
643,381
228,1298
846,614
477,1388
206,818
330,1723
720,1016
243,1078
237,1530
946,1733
4,1804
1062,1150
904,1508
627,517
745,70
641,1012
58,1722
308,548
886,93
242,1071
331,1256
1030,652
632,1757
545,943
938,906
135,1792
282,268
987,1712
291,1549
979,47
760,1241
729,1530
272,1076
365,377
811,1656
